 All solute fluxes and cumulative solute fluxes are positive into the region

       Time       cvTop      cvBot    Sum(cvTop) Sum(cvBot)   cvCh0      cvCh1       cTop      cRoot       cBot      cvRoot   Sum(cvRoot) Sum(cvNEql) TLevel
        [T]      [M/L2/T]   [M/L2/T]    [M/L2]     [M/L2]     [M/L2]     [M/L2]      [M/L3]    [M/L3]      [M/L3]   [M/L2/T]    [M/L2]      [M/L2]
      10.96743   .000E+00  -.204E+00   .126E+04  -.685E-01   .000E+00   .000E+00   .522E-21   .000E+00   .870E-01   .000E+00   .000E+00   .000E+00     150
      11.04805   .000E+00  -.262E+00   .126E+04  -.896E-01   .000E+00   .000E+00   .347E-21   .000E+00   .111E+00   .000E+00   .000E+00   .000E+00     151
      11.12867   .000E+00  -.335E+00   .126E+04  -.117E+00   .000E+00   .000E+00   .229E-21   .000E+00   .142E+00   .000E+00   .000E+00   .000E+00     152
      11.20929   .000E+00  -.425E+00   .126E+04  -.151E+00   .000E+00   .000E+00   .151E-21   .000E+00   .180E+00   .000E+00   .000E+00   .000E+00     153
      11.28991   .000E+00  -.537E+00   .126E+04  -.194E+00   .000E+00   .000E+00   .986E-22   .000E+00   .227E+00   .000E+00   .000E+00   .000E+00     154
      11.37052   .000E+00  -.675E+00   .126E+04  -.249E+00   .000E+00   .000E+00   .643E-22   .000E+00   .285E+00   .000E+00   .000E+00   .000E+00     155
      11.45114   .000E+00  -.844E+00   .126E+04  -.317E+00   .000E+00   .000E+00   .417E-22   .000E+00   .355E+00   .000E+00   .000E+00   .000E+00     156
      11.53176   .000E+00  -.105E+01   .126E+04  -.401E+00   .000E+00   .000E+00   .268E-22   .000E+00   .440E+00   .000E+00   .000E+00   .000E+00     157
      11.61238   .000E+00  -.130E+01   .126E+04  -.506E+00   .000E+00   .000E+00   .170E-22   .000E+00   .543E+00   .000E+00   .000E+00   .000E+00     158
      11.69300   .000E+00  -.160E+01   .126E+04  -.635E+00   .000E+00   .000E+00   .106E-22   .000E+00   .666E+00   .000E+00   .000E+00   .000E+00     159
