 ************************************************************************
 *                                                                      *
 *                                                                      *
 *Example 2 - Grass Field Problem (Hupselse Beek 1982)                  *
 *   Modified model of soil hydraulic parameters                        *
 *                                                                      *
 ************************************************************************


 Program parameters
 ==================
 Max. iterations.....................(MIT)............... 50
 No. of observations.................(NOBb)............. 176


 Soil hydraulic properties
 =========================
 Residual moisture content...........(WCR)............      .000
 Saturated moisture content..........(WCS)............      .399
 First coefficient...................(ALPHA)..........      .030
 Second coefficeint..................(N)..............     1.600
 Saturated conductivity..............(CONDS).......... .1000E+02
 Pore conectivity factor.............(L)..............      .500


 Soil hydraulic properties
 =========================
 Residual moisture content...........(WCR)............      .000
 Saturated moisture content..........(WCS)............      .339
 First coefficient...................(ALPHA)..........      .030
 Second coefficeint..................(N)..............     2.000
 Saturated conductivity..............(CONDS).......... .3000E+02
 Pore conectivity factor.............(L)..............      .500


 Observed Quantity 
 ==================
    Obs     Time    Quantity     Type  Position   Weight
  .200E+01    .300     .3980     .524E+00   -.281     .153E+02   1.184     .214E+05   4.330
  .237E+01    .375     .3977     .497E+00   -.304     .145E+02   1.162     .191E+05   4.280
  .282E+01    .450     .3973     .469E+00   -.328     .137E+02   1.137     .169E+05   4.228
  .335E+01    .525     .3969     .441E+00   -.356     .129E+02   1.109     .149E+05   4.175
  .398E+01    .600     .3963     .411E+00   -.386     .120E+02   1.079     .132E+05   4.119
  .473E+01    .675     .3956     .381E+00   -.419     .111E+02   1.046     .115E+05   4.061
  .562E+01    .750     .3947     .351E+00   -.455     .102E+02   1.010     .100E+05   4.001
  .668E+01    .825     .3936     .320E+00   -.495     .933E+01    .970     .866E+04   3.937
  .794E+01    .900     .3922     .289E+00   -.539     .843E+01    .926     .744E+04   3.872
  .944E+01    .975     .3905     .258E+00   -.589     .752E+01    .876     .635E+04   3.803
  .112E+02   1.050     .3883     .227E+00   -.643     .663E+01    .822     .538E+04   3.731
  .133E+02   1.125     .3857     .198E+00   -.704     .577E+01    .761     .452E+04   3.655
  .158E+02   1.200     .3824     .169E+00   -.771     .494E+01    .694     .377E+04   3.576
  .188E+02   1.275     .3785     .143E+00   -.846     .416E+01    .619     .312E+04   3.494
  .224E+02   1.350     .3737     .118E+00   -.929     .344E+01    .536     .256E+04   3.408
  .266E+02   1.425     .3680     .954E-01  -1.020     .278E+01    .445     .208E+04   3.318
  .316E+02   1.500     .3614     .756E-01  -1.122     .220E+01    .343     .168E+04   3.225
  .376E+02   1.575     .3537     .585E-01  -1.233     .171E+01    .232     .134E+04   3.129
  .447E+02   1.650     .3449     .442E-01  -1.354     .129E+01    .111     .107E+04   3.029
  .531E+02   1.725     .3351     .326E-01  -1.487     .952E+00   -.021     .844E+03   2.926
  .631E+02   1.800     .3243     .235E-01  -1.629     .686E+00   -.164     .662E+03   2.821
  .750E+02   1.875     .3126     .165E-01  -1.782     .482E+00   -.317     .517E+03   2.714
  .891E+02   1.950     .3002     .114E-01  -1.944     .332E+00   -.479     .402E+03   2.604
  .106E+03   2.025     .2872     .767E-02  -2.115     .224E+00   -.650     .311E+03   2.493
  .126E+03   2.100     .2739     .508E-02  -2.294     .148E+00   -.829     .240E+03   2.381
  .150E+03   2.175     .2604     .331E-02  -2.480     .966E-01  -1.015     .185E+03   2.267
  .178E+03   2.250     .2470     .212E-02  -2.673     .620E-01  -1.208     .142E+03   2.153
  .211E+03   2.325     .2337     .135E-02  -2.870     .393E-01  -1.405     .109E+03   2.038
  .251E+03   2.400     .2207     .846E-03  -3.072     .247E-01  -1.607     .835E+02   1.922
  .299E+03   2.475     .2081     .527E-03  -3.278     .154E-01  -1.813     .639E+02   1.806
  .355E+03   2.550     .1959     .326E-03  -3.487     .950E-02  -2.022     .489E+02   1.689
  .422E+03   2.625     .1843     .200E-03  -3.699     .584E-02  -2.234     .373E+02   1.572
  .501E+03   2.700     .1731     .122E-03  -3.912     .357E-02  -2.447     .285E+02   1.455
  .596E+03   2.775     .1626     .746E-04  -4.127     .218E-02  -2.662     .218E+02   1.338
  .708E+03   2.850     .1526     .453E-04  -4.344     .132E-02  -2.879     .166E+02   1.221
  .841E+03   2.925     .1431     .275E-04  -4.561     .802E-03  -3.096     .127E+02   1.103
  .100E+04   3.000     .1342     .166E-04  -4.779     .485E-03  -3.314     .967E+01    .985
  .119E+04   3.075     .1258     .100E-04  -4.998     .293E-03  -3.533     .738E+01    .868
  .141E+04   3.150     .1179     .606E-05  -5.218     .177E-03  -3.753     .563E+01    .750
  .168E+04   3.225     .1105     .365E-05  -5.438     .106E-03  -3.973     .429E+01    .632
  .200E+04   3.300     .1035     .220E-05  -5.658     .641E-04  -4.193     .327E+01    .515
  .237E+04   3.375     .0969     .132E-05  -5.879     .386E-04  -4.413     .249E+01    .397
  .282E+04   3.450     .0908     .796E-06  -6.099     .232E-04  -4.634     .190E+01    .279
