 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  16. 4.    Time:  19:43:53
 Units: L = cm   , T = min  , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]
       2.9512  0.00000E+00  0.00000E+00 -0.10282E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.49916E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.16377E+01  0.49916E+00  0.00000E+00     75  0.00000E+00      0.000
       3.1062  0.00000E+00  0.00000E+00 -0.99214E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.51454E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.16531E+01  0.51454E+00  0.00000E+00     76  0.00000E+00      0.000
       3.2612  0.00000E+00  0.00000E+00 -0.96472E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.52949E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.16681E+01  0.52949E+00  0.00000E+00     77  0.00000E+00      0.000
       3.4163  0.00000E+00  0.00000E+00 -0.94303E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.54411E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.16827E+01  0.54411E+00  0.00000E+00     78  0.00000E+00      0.000
       3.5713  0.00000E+00  0.00000E+00 -0.92345E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.55843E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.16970E+01  0.55843E+00  0.00000E+00     79  0.00000E+00      0.000
       3.7263  0.00000E+00  0.00000E+00 -0.90584E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.57247E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.17111E+01  0.57247E+00  0.00000E+00     80  0.00000E+00      0.000
       3.8814  0.00000E+00  0.00000E+00 -0.88702E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.58622E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.17248E+01  0.58622E+00  0.00000E+00     81  0.00000E+00      0.000
       4.0364  0.00000E+00  0.00000E+00 -0.87067E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.59972E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.17383E+01  0.59972E+00  0.00000E+00     82  0.00000E+00      0.000
       4.1914  0.00000E+00  0.00000E+00 -0.85507E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.61298E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.17516E+01  0.61298E+00  0.00000E+00     83  0.00000E+00      0.000
       4.3465  0.00000E+00  0.00000E+00 -0.83973E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.62600E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.17646E+01  0.62600E+00  0.00000E+00     84  0.00000E+00      0.000
       4.5015  0.00000E+00  0.00000E+00 -0.82479E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.63878E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.17774E+01  0.63878E+00  0.00000E+00     85  0.00000E+00      0.000
       4.6565  0.00000E+00  0.00000E+00 -0.81053E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.65135E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.17899E+01  0.65135E+00  0.00000E+00     86  0.00000E+00      0.000
       4.8115  0.00000E+00  0.00000E+00 -0.79709E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.66371E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.18023E+01  0.66371E+00  0.00000E+00     87  0.00000E+00      0.000
       4.9666  0.00000E+00  0.00000E+00 -0.78342E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.67585E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.18144E+01  0.67585E+00  0.00000E+00     88  0.00000E+00      0.000
       5.1216  0.00000E+00  0.00000E+00 -0.76831E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.68776E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.18263E+01  0.68776E+00  0.00000E+00     89  0.00000E+00      0.000
       5.2766  0.00000E+00  0.00000E+00 -0.75390E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.69945E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.18380E+01  0.69945E+00  0.00000E+00     90  0.00000E+00      0.000
       5.4782  0.00000E+00  0.00000E+00 -0.73806E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.71432E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.18529E+01  0.71432E+00  0.00000E+00     91  0.00000E+00      0.000
       5.6797  0.00000E+00  0.00000E+00 -0.72479E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.72893E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.18675E+01  0.72893E+00  0.00000E+00     92  0.00000E+00      0.000
       5.8812  0.00000E+00  0.00000E+00 -0.71295E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.74330E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.18819E+01  0.74330E+00  0.00000E+00     93  0.00000E+00      0.000
       6.0828  0.00000E+00  0.00000E+00 -0.70185E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.75744E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.18960E+01  0.75744E+00  0.00000E+00     94  0.00000E+00      0.000
       6.2843  0.00000E+00  0.00000E+00 -0.69044E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.77136E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.19099E+01  0.77136E+00  0.00000E+00     95  0.00000E+00      0.000
       6.4859  0.00000E+00  0.00000E+00 -0.67888E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.78504E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.19236E+01  0.78504E+00  0.00000E+00     96  0.00000E+00      0.000
       6.6874  0.00000E+00  0.00000E+00 -0.66755E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.79850E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.19371E+01  0.79850E+00  0.00000E+00     97  0.00000E+00      0.000
       6.8889  0.00000E+00  0.00000E+00 -0.65771E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.81175E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.19503E+01  0.81175E+00  0.00000E+00     98  0.00000E+00      0.000
       7.0905  0.00000E+00  0.00000E+00 -0.64846E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.82482E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.19634E+01  0.82482E+00  0.00000E+00     99  0.00000E+00      0.000
       7.2920  0.00000E+00  0.00000E+00 -0.63933E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.83770E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.19763E+01  0.83770E+00  0.00000E+00    100  0.00000E+00      0.000
       7.5540  0.00000E+00  0.00000E+00 -0.62785E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.85415E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.19927E+01  0.85415E+00  0.00000E+00    101  0.00000E+00      0.000
       7.8160  0.00000E+00  0.00000E+00 -0.61732E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.87033E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.20089E+01  0.87033E+00  0.00000E+00    102  0.00000E+00      0.000
       8.0780  0.00000E+00  0.00000E+00 -0.60667E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.88622E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.20248E+01  0.88622E+00  0.00000E+00    103  0.00000E+00      0.000
       8.3400  0.00000E+00  0.00000E+00 -0.59565E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.90183E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.20404E+01  0.90183E+00  0.00000E+00    104  0.00000E+00      0.000
       8.6020  0.00000E+00  0.00000E+00 -0.58604E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.91718E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.20558E+01  0.91718E+00  0.00000E+00    105  0.00000E+00      0.000
       8.8640  0.00000E+00  0.00000E+00 -0.57618E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.93228E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.20709E+01  0.93228E+00  0.00000E+00    106  0.00000E+00      0.000
       9.1260  0.00000E+00  0.00000E+00 -0.56720E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.94714E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.20857E+01  0.94714E+00  0.00000E+00    107  0.00000E+00      0.000
       9.3880  0.00000E+00  0.00000E+00 -0.55895E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.96178E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.21004E+01  0.96178E+00  0.00000E+00    108  0.00000E+00      0.000
       9.6500  0.00000E+00  0.00000E+00 -0.55151E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.97623E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.21148E+01  0.97623E+00  0.00000E+00    109  0.00000E+00      0.000
       9.9120  0.00000E+00  0.00000E+00 -0.54470E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.99050E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.21291E+01  0.99050E+00  0.00000E+00    110  0.00000E+00      0.000
      10.1740  0.00000E+00  0.00000E+00 -0.53828E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.10046E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.21432E+01  0.10046E+01  0.00000E+00    111  0.00000E+00      0.000
      10.4360  0.00000E+00  0.00000E+00 -0.53214E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.10185E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.21571E+01  0.10185E+01  0.00000E+00    112  0.00000E+00      0.000
      10.6980  0.00000E+00  0.00000E+00 -0.52560E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.10323E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.21709E+01  0.10323E+01  0.00000E+00    113  0.00000E+00      0.000
      10.9600  0.00000E+00  0.00000E+00 -0.51787E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.10459E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.21845E+01  0.10459E+01  0.00000E+00    114  0.00000E+00      0.000
      11.2220  0.00000E+00  0.00000E+00 -0.51060E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.10593E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.21978E+01  0.10593E+01  0.00000E+00    115  0.00000E+00      0.000
      11.4840  0.00000E+00  0.00000E+00 -0.50401E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.10725E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.22110E+01  0.10725E+01  0.00000E+00    116  0.00000E+00      0.000
      11.7460  0.00000E+00  0.00000E+00 -0.49792E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.10855E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.22241E+01  0.10855E+01  0.00000E+00    117  0.00000E+00      0.000
      12.0080  0.00000E+00  0.00000E+00 -0.49202E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.10984E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.22370E+01  0.10984E+01  0.00000E+00    118  0.00000E+00      0.000
      12.2700  0.00000E+00  0.00000E+00 -0.48676E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.11112E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.22497E+01  0.11112E+01  0.00000E+00    119  0.00000E+00      0.000
      12.5320  0.00000E+00  0.00000E+00 -0.48193E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.11238E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.22624E+01  0.11238E+01  0.00000E+00    120  0.00000E+00      0.000
      12.7940  0.00000E+00  0.00000E+00 -0.47741E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.11363E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.22749E+01  0.11363E+01  0.00000E+00    121  0.00000E+00      0.000
      13.0560  0.00000E+00  0.00000E+00 -0.47306E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.11487E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.22873E+01  0.11487E+01  0.00000E+00    122  0.00000E+00      0.000
      13.3180  0.00000E+00  0.00000E+00 -0.46837E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.11610E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.22995E+01  0.11610E+01  0.00000E+00    123  0.00000E+00      0.000
      13.5800  0.00000E+00  0.00000E+00 -0.46362E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.11731E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.23117E+01  0.11731E+01  0.00000E+00    124  0.00000E+00      0.000
      13.9206  0.00000E+00  0.00000E+00 -0.45769E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.11887E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.23273E+01  0.11887E+01  0.00000E+00    125  0.00000E+00      0.000
      14.2612  0.00000E+00  0.00000E+00 -0.45140E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.12041E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.23426E+01  0.12041E+01  0.00000E+00    126  0.00000E+00      0.000
      14.6018  0.00000E+00  0.00000E+00 -0.44565E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.12193E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.23578E+01  0.12193E+01  0.00000E+00    127  0.00000E+00      0.000
      14.9424  0.00000E+00  0.00000E+00 -0.44044E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.12343E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.23728E+01  0.12343E+01  0.00000E+00    128  0.00000E+00      0.000
      15.2830  0.00000E+00  0.00000E+00 -0.43557E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.12491E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.23877E+01  0.12491E+01  0.00000E+00    129  0.00000E+00      0.000
      15.6236  0.00000E+00  0.00000E+00 -0.43085E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.12638E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.24023E+01  0.12638E+01  0.00000E+00    130  0.00000E+00      0.000
      15.9642  0.00000E+00  0.00000E+00 -0.42621E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.12783E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.24169E+01  0.12783E+01  0.00000E+00    131  0.00000E+00      0.000
      16.4070  0.00000E+00  0.00000E+00 -0.42048E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.12969E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.24355E+01  0.12969E+01  0.00000E+00    132  0.00000E+00      0.000
      16.8497  0.00000E+00  0.00000E+00 -0.41445E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.13152E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.24538E+01  0.13152E+01  0.00000E+00    133  0.00000E+00      0.000
      17.2925  0.00000E+00  0.00000E+00 -0.40906E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.13334E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.24719E+01  0.13334E+01  0.00000E+00    134  0.00000E+00      0.000
      17.7353  0.00000E+00  0.00000E+00 -0.40405E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.13512E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.24898E+01  0.13512E+01  0.00000E+00    135  0.00000E+00      0.000
      18.1781  0.00000E+00  0.00000E+00 -0.39927E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.13689E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.25075E+01  0.13689E+01  0.00000E+00    136  0.00000E+00      0.000
      18.6209  0.00000E+00  0.00000E+00 -0.39450E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.13864E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.25250E+01  0.13864E+01  0.00000E+00    137  0.00000E+00      0.000
      19.0636  0.00000E+00  0.00000E+00 -0.38951E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.14036E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.25422E+01  0.14036E+01  0.00000E+00    138  0.00000E+00      0.000
      19.5064  0.00000E+00  0.00000E+00 -0.38460E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.14207E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.25592E+01  0.14207E+01  0.00000E+00    139  0.00000E+00      0.000
      19.9492  0.00000E+00  0.00000E+00 -0.38017E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.14375E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.25761E+01  0.14375E+01  0.00000E+00    140  0.00000E+00      0.000
      20.3920  0.00000E+00  0.00000E+00 -0.37605E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.14542E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.25927E+01  0.14542E+01  0.00000E+00    141  0.00000E+00      0.000
      20.8347  0.00000E+00  0.00000E+00 -0.37208E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.14706E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.26092E+01  0.14706E+01  0.00000E+00    142  0.00000E+00      0.000
      21.2775  0.00000E+00  0.00000E+00 -0.36819E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.14869E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.26255E+01  0.14869E+01  0.00000E+00    143  0.00000E+00      0.000
      21.7203  0.00000E+00  0.00000E+00 -0.36401E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.15031E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.26416E+01  0.15031E+01  0.00000E+00    144  0.00000E+00      0.000
      22.1631  0.00000E+00  0.00000E+00 -0.36023E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.15190E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.26576E+01  0.15190E+01  0.00000E+00    145  0.00000E+00      0.000
      22.6059  0.00000E+00  0.00000E+00 -0.35675E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.15348E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.26734E+01  0.15348E+01  0.00000E+00    146  0.00000E+00      0.000
      23.0486  0.00000E+00  0.00000E+00 -0.35347E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.15504E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.26890E+01  0.15504E+01  0.00000E+00    147  0.00000E+00      0.000
      23.4914  0.00000E+00  0.00000E+00 -0.35020E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.15660E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.27045E+01  0.15660E+01  0.00000E+00    148  0.00000E+00      0.000
      23.9342  0.00000E+00  0.00000E+00 -0.34674E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.15813E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.27199E+01  0.15813E+01  0.00000E+00    149  0.00000E+00      0.000
      24.3770  0.00000E+00  0.00000E+00 -0.34346E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.15965E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.27351E+01  0.15965E+01  0.00000E+00    150  0.00000E+00      0.000
      24.8198  0.00000E+00  0.00000E+00 -0.34031E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.16116E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.27502E+01  0.16116E+01  0.00000E+00    151  0.00000E+00      0.000
      25.2625  0.00000E+00  0.00000E+00 -0.33718E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.16265E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.27651E+01  0.16265E+01  0.00000E+00    152  0.00000E+00      0.000
      25.7053  0.00000E+00  0.00000E+00 -0.33410E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.16413E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.27799E+01  0.16413E+01  0.00000E+00    153  0.00000E+00      0.000
      26.1481  0.00000E+00  0.00000E+00 -0.33109E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.16560E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.27945E+01  0.16560E+01  0.00000E+00    154  0.00000E+00      0.000
      26.5909  0.00000E+00  0.00000E+00 -0.32816E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.16705E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.28091E+01  0.16705E+01  0.00000E+00    155  0.00000E+00      0.000
      27.0318  0.00000E+00  0.00000E+00 -0.32539E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.16848E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.37552E+02  0.00000E+00  0.00000E+00  0.28234E+01  0.16848E+01  0.00000E+00    156  0.00000E+00      0.000
